,Title,Author,Score,Ratings,Published
359,The Great Railway Bazaar: By Train Through Asia,Paul Theroux,3.9,19412,1975
360,Tar Hollow Trans: Essays,Stacy Jane Grover,4.56,27,2023
361,"The Mystery of the Blue Train (Hercule Poirot, #6)",Agatha Christie,3.86,58450,1928
362,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,4.25,37518,2018
363,Burntcoat,Sarah Hall,3.75,2941,2021
364,The Glass Castle,Jeannette Walls,4.31,1142094,2005
365,Kristy and the Snobs,Chan Chau,4.28,3537,2021
366,The Only One Left,Riley Sager,4.22,41572,2023
367,Lifeboat 12,Susan Hood,4.22,4106,2018
368,"Leave the Gun, Take the Cannoli: The Epic Story of the Making of The Godfather",Mark Seal,4.37,2876,2021
369,The Villa,Rachel Hawkins,3.66,55760,2023
370,"Scarlet Princess (The Lochlann Feuds, #1)",Robin D. Mahle,4.07,3605,2021
371,The Forgetting,Hannah Beckerman,4.1,19221,2023
372,"A Hunger Like No Other (Immortals After Dark, #1)",Kresley Cole,4.11,81181,2006
373,The Candid Life of Meena Dave,Namrata  Patel,4.14,21088,2022
374,"The 6:20 Man (The 6:20 Man, #1)",David Baldacci,4.16,51456,2022
375,Maurice,E.M. Forster,4.07,42786,1971
376,Circe,Madeline Miller,4.24,918109,2018
377,"Roses, in the Mouth of a Lion",Bushra Rehman,3.97,2312,2022
378,Charming,Jade Linwood,3.5,178,2023
379,The Celebrants,Steven  Rowley,3.75,13593,2023
380,"Falling for Your Best Friend (Love Clichés, #4)",Emma St. Clair,4.01,4982,2021
381,The Clifftop Murders (Dorset Crime #2),Rachel McLean,4.31,7014,2021
382,The Windeby Puzzle,Lois Lowry,3.56,1015,2023
383,"Crier&#39;s War (Crier&#39;s War, #1)",Nina Varela,4.14,35817,2019
384,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,4.06,71461,2019
385,Well... That Was Awkward,Megan Montgomery,3.71,809,2020
386,"Nana. Tom 1 (Nana, #1)",Ai Yazawa,4.74,43,2023
387,The Bookish Life of Nina Hill,Abbi Waxman,3.81,96081,2019
388,"Dessert Can Save the World: Stories, Secrets, and Recipes for a Stubbornly Joyful Existence",Christina Tosi,3.96,1023,2022
389,Hands Down,Mariana Zapata,3.94,38617,2020
390,"The Hunted (The Dawning of Muirwood, #2)",Jeff Wheeler,4.49,4841,2022
391,The Shell House Detectives (Shell House Detectives #1),Emylia Hall,4.28,1543,2023
392,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.12,574352,1997
393,The First Date Prophecy,Kate Tamberelli,3.74,190,2023
394,Lesbian Love Story,Amelia Possanza,4.09,199,2023
395,"Minesweeper (Boss Fight Books, #31)",Kyle Orland,4.03,29,2023
396,Watchmen,Alan Moore,4.38,542700,1987
397,"Photographing the Dead (Nameless: Season One, #2)",Dean Koontz,4.18,28476,2019
398,Something Close to Magic,Emma   Mills,4.1,349,2023
399,"Genius Foods: Become Smarter, Happier, and More Productive While Protecting Your Brain for Life",Max Lugavere,4.22,5303,2018
400,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,4.31,1325667,1985
401,The Night She Disappeared,Lisa Jewell,4.14,183822,2021
402,The Nightingale,Kristin Hannah,4.61,1168721,2015
403,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1689922,2015
404,"Timid (Lark Cove, #2)",Devney Perry,4.0,16854,2018
405,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,417234,2007
406,"Voyager (Outlander, #3)",Diana Gabaldon,4.39,297593,1993
407,For Thy Great Pain Have Mercy on My Little Pain,Victoria Mackenzie,4.0,846,2023
408,I Meant It Once,Kate Doyle,4.34,61,2023
409,The Five-Star Weekend,Elin Hilderbrand,4.21,52142,2023
410,"The One Who Loves You (Tickled Pink, #1)",Pippa Grant,4.15,6193,2022
411,"Only One Forever (Only One, #8)",Natasha Madison,4.41,2979,2022
412,Muscle: The Gripping Story of Strength and Movement,Roy A. Meals,4.11,9,2023
413,Leg: The Story of a Limb and the Boy Who Grew from It,Greg  Marshall,4.12,326,2023
414,Make Time: How to Focus on What Matters Every Day,Jake Knapp,4.09,19334,2018
415,Jerusalem: A Cookbook,Yotam Ottolenghi,4.17,30775,2012
416,The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,Jonathan Freedland,4.42,11765,2022
417,100 Places to See After You Die: A Travel Guide to the Afterlife,Ken Jennings,3.39,538,2023
418,Sun Damage,Sabine Durrant,3.83,1259,2022
419,Ancient Guardian,Katie Reus,4.42,291,2023
420,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.13,881166,2012
421,Hamnet,Maggie O\'Farrell,4.22,222188,2020
422,Rowan: The Lochlann Feuds - A Complete Enemies-to-Lovers Fantasy Romance Series,Robin D. Mahle,4.54,560,2022
423,Hello Girls,Brittany Cavallaro,3.45,6989,2019
424,The Rachel Incident,Caroline O\'Donoghue,4.2,6172,2023
425,The Bookshop by the Bay,Pamela Kelley,4.09,3832,2023
426,Outliers: The Story of Success,Malcolm Gladwell,4.19,745077,2008
427,The Prisoner,B.A. Paris,3.6,30978,2022
428,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2655603,1950
429,The Madwomen of Paris,Jennifer Cody Epstein,3.64,244,2023
430,Ethics,Baruch Spinoza,4.09,16871,1677
431,"My Hero Academia, Vol. 1",Kohei Horikoshi,4.37,108872,2014
432,The Psychology of Money,Morgan Housel,4.36,126161,2020
433,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,4.29,23918,2020
434,ダンダダン 1 [Dan Da Dan 1],Yukinobu Tatsu,4.04,2290,2021
435,"The Bullet Journal Method: Track the Past, Order the Present, Design the Future",Ryder Carroll,4.05,27136,2018
436,My First Popsicle: An Anthology of Food and Feelings,Zosia Mamet,3.63,685,2022
437,"One Fine Day (Hearts Bend Collection, #1)",Rachel Hauck,4.15,807,2022
438,Glorious Rock Bottom,Bryony Gordon,4.36,3323,2020
439,"Grace Note (Cake, #7)",J. Bengtsson,4.72,556,2022
440,"Legacy of the Lost (Atlantis Legacy, #1)",Lindsey Sparks,4.17,1211,2019
441,Elternabend: Kein Thriller,Sebastian Fitzek,3.94,1214,2023
442,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,4.51,61975,2018
443,Stranger in a Strange Land,Robert A. Heinlein,3.92,305761,1961
444,チェンソーマン 7 [Chainsaw Man 7],Tatsuki Fujimoto,4.37,14052,2020
445,"Puck Me Secretly (Vancouver Wolves Hockey, #1)",Odette Stone,4.04,33184,2018
446,They Both Die at the End,Adam Silvera,3.79,659624,2017
447,Soif,Amélie Nothomb,3.54,5074,2019
448,Choosing to Run: A Memoir,Des Linden,4.38,4979,2023
449,Living Lively: 80 Plant-Based Recipes to Activate Your Power and Feed Your Potential,Haile Thomas,3.97,94,2020
450,The Grimoire of Grave Fates,Hanna Alkaf,3.54,385,2023
451,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,3.84,83256,2008
452,Becoming Free Indeed: My Story of Disentangling Faith from Fear,Jinger Duggar Vuolo,3.64,21387,2023
453,"Force of Nature (Carpino, #4)",Brynne Asher,4.39,1897,2022
454,Off with My Head: The Definitive Basic B*tch Handbook to Surviving Rock Bottom,Stassi Schroeder,3.6,5559,2022
455,"Resonance Surge (Psy-Changeling Trinity, #7; Psy-Changeling, #22)",Nalini Singh,4.33,1990,2023
456,One Night on the Island,Josie Silver,3.75,34351,2022
457,Dead Mercenary&#39;s Trail (Jake Armitage Thriller Book 2),Simon W. Clark,4.5,2,2023
458,The Art of Rivers (Coastal Hearts #3),Janet W. Ferguson,4.6,732,2019
459,The Soulmate,Sally Hepworth,3.87,71616,2022
460,Someone Else&#39;s Bucket List,Amy T. Matthews,4.03,1540,2023
461,"Lights Out: Pride, Delusion, and the Fall of General Electric",Thomas Gryta,3.93,3954,2020
462,The Power of Art,Simon Schama,3.92,17411,2006
463,Brown Girls,Daphne Palasi Andreades,3.95,6642,2022
464,"The Other Miss Bridgerton (Rokesbys, #3)",Julia Quinn,4.03,35293,2018
465,Women &amp; Work: Bearing God’s Image and Joining in His Mission through our Work,Courtney  Moore,4.32,22,2023
466,the sun and her flowers,Rupi Kaur,4.1,316120,2018
467,Conjure Island,Eden Royce,4.27,48,2023
468,A Guide to the Dark,Meriam Metoui,3.73,235,2023
469,Accidental Fiancé with the Heartland Cowboy (Heartland Cowboy Christmas #1),Jessie Gussman,4.63,939,2021
470,The Sunset Crowd,Karin Tanabe,3.53,395,2023
471,"The Black Echo (Harry Bosch Universe, #1)",Michael Connelly,4.12,189416,1992
472,Open,Andre Agassi,4.29,114012,2009
473,血の轍 4 [Chi no Wadachi 4],Shuzo Oshimi,4.32,2912,2018
474,"JACKAL, JACKAL: Tales of the Dark and Fantastic",Tobi Ogundiran,4.6,10,2023
475,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Hajime Isayama,4.47,222195,2010
476,Iveliz Explains It All,Andrea Beatriz Arango,4.21,1424,2022
477,Reminiscencie,Dominik Dán,4.32,110,2023
478,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,3.75,67063,2007
479,うるわしの宵の月 5 [Uruwashi no Yoi no Tsuki 5],Mika Yamamori,4.47,346,2022
480,"Paper Girls, Volume 6",Brian K. Vaughan,4.21,12333,2019
481,"Broken Bay (Detective Sergeant Mark Ariti, #3)",Margaret Hickey,4.17,533,2023
482,Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob Goff,4.3,82506,2012
483,"Asher: A Billionaire&#39;s Game Novel  (Billionaire&#39;s Game series, #1)",Samantha Whiskey,4.24,4202,2022
484,"古見さんは、コミュ症です。 25 [Komi-san wa Komyushou Desu. 25] (Komi Can&#39;t Communicate, #25)",Tomohito Oda,3.98,424,2022
485,鬼滅の刃 14 [Kimetsu no Yaiba 14],Koyoharu Gotouge,4.56,10835,2019
486,Batman: The Long Halloween,Jeph Loeb,4.33,96768,1997
487,"Remember Me (Pictures of the Heart, #1)",Tracie Peterson,4.16,679,2023
488,"Something is Killing the Children, Vol. 1",James Tynion IV,4.14,15888,2020
489,"Starsight (Skyward, #2)",Brandon Sanderson,4.38,78147,2019
490,Secret of the Moon Conch,David  Bowles,4.26,43,2023
491,"Not That Duke (Would-Be Wallflowers, #3)",Eloisa James,4.19,1144,2023
492,The Forgotten Bookshop in Paris,Daisy Wood,4.31,5789,2022
493,The Whispers,Ashley Audrain,3.91,18612,2023
494,"Saga, Volume 6",Brian K. Vaughan,4.46,51504,2016
495,"First Comes Scandal (Rokesbys, #4)",Julia Quinn,3.82,29347,2020
496,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,David Bayles,3.77,87529,1993
497,The Wind Knows My Name,Isabel Allende,4.1,9090,2023
498,The Love I Could Have Had,C.J.  Connolly,3.78,182,2023
499,Two Can Keep a Secret,Karen M. McManus,3.95,126471,2019
500,Notre-Dame: A Short History of the Meaning of Cathedrals,Ken Follett,3.87,6376,2019
501,Madame Bovary,Gustave Flaubert,3.7,317884,1856
502,"The Mystery at Dunvegan Castle (Edinburgh Nights, #3)",T.L. Huchu,4.29,70,2023
503,I Will Find You,Harlan Coben,4.21,42356,2023
504,"A Deal with the Elf King (Married to Magic, #1)",Elise Kova,3.74,80448,2020
505,Alexander Hamilton,Ron Chernow,4.22,173206,2004
506,When the Rain Ends,Mary Ellen Taylor,4.16,16145,2023
507,SPY×FAMILY 8,Tatsuya Endo,4.55,12745,2021
508,Teen Titans: Raven,Kami Garcia,4.01,25496,2019
509,"Death on Cromer Beach (DS Ashley Knight, #1)",Ross Greenwood,4.25,1176,2023
510,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.07,983416,2018
511,4:50 from Paddington,Agatha Christie,3.96,61736,1957
512,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,3.92,103216,2014
513,Strange Sally Diamond,Liz Nugent,4.34,11763,2023
514,Habits of the Household: Practicing the Story of God in Everyday Family Rhythms,Justin Whitmel Earley,4.64,4784,2021
515,Everything the Darkness Eats,Eric LaRocca,3.0,1118,2023
516,Lost in Trans Nation: A Child Psychiatrist&#39;s Guide Out of the Madness,Miriam Grossman,5.0,26,2023
517,Broken Horses,Brandi Carlile,4.4,26853,2021
518,The Librarian,Valerie Keogh,3.83,2280,2023
519,Dad Is Fat,Jim Gaffigan,3.77,76202,2013
520,"Saga, Volume 10",Brian K. Vaughan,4.33,9961,2022
521,Did I Ever Tell You This?,Sam Neill,4.14,2350,2023
522,"Restore Me (Shatter Me, #4)",Tahereh Mafi,4.18,199350,2018
523,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,4.42,57100,1993
524,Before Us,Jewel E. Ann,4.4,6552,2023
525,Data Baby: My Life in a Psychological Experiment,Susannah Breslin,3.25,8,2023
526,Don&#39;t Touch that Flower,Alice Hemming,3.88,200,2023
527,Ruined,Sarah Vaughn,3.52,112,2023
528,Paper Planes,Jennie Wood,3.8,544,2023
529,"Oath of Loyalty (Mitch Rapp, #21)",Kyle Mills,4.49,16321,2022
530,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,4.29,841239,2018
531,"Thriller: An Anthology of New Mystery Short Stories (Music and Murder Mystery, #2)",Don Bruns,3.38,32,2023
532,The Best Is Yet to Come,Debbie Macomber,4.15,9332,2022
533,The Second Murderer,Denise Mina,4.22,87,2023
534,Family of Liars,E. Lockhart,3.79,63222,2022
535,The Lock Up (DCI Boyd #8),Alex Scarrow,4.52,1371,2023
536,"Death in Fine Condition (The Paperback Sleuth, #1)",Andrew Cartmel,3.56,170,2023
537,Jesus and John Wayne: How White Evangelicals Corrupted a Faith and Fractured a Nation,Kristin  Kobes Du Mez,4.32,21581,2020
538,Keeping You (Chikalu Falls #2),Lena Hendrix,4.16,2958,2021
539,Scar Tissue,Anthony Kiedis,4.11,85123,2004
540,Israel: A Simple Guide to the Most Misunderstood Country on Earth,Noa Tishby,4.39,2474,2021
541,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,4.22,485004,2022
542,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.37,62032,2017
543,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,3.45,378319,2002
544,The Haunting of Hill House,Shirley Jackson,3.82,266500,1959
545,Pachinko,Min Jin Lee,4.33,420145,2017
546,Creativity: A Short and Cheerful Guide,John Cleese,3.88,6676,2020
547,"Rebel Homemaker: Food, Family, Life",Drew Barrymore,3.53,1397,2021
548,Winter&#39;s Web (Winter Black #7),Mary Stone,4.52,5737,2019
549,Mastering the Art of French Cooking,Julia Child,4.23,67388,1961
550,Carmilla,J. Sheridan Le Fanu,3.84,90871,1872
551,"Death Note, Vol. 4: Love (Death Note, #4)",Tsugumi Ohba,4.42,36246,2004
552,ELP,Antonio Manzini,4.17,529,2023
553,Wake Up With Purpose!: What I’ve Learned in My First Hundred Years,Jean Dolores Schmidt,4.24,1159,2023
554,"The Tourist Attraction (Moose Springs, Alaska, #1)",Sarah Morgenthaler,3.53,31041,2020
555,Road to Surrender: Three Men and the Countdown to the End of World War II,Evan Thomas,4.34,223,2023
556,The Personal Librarian,Marie Benedict,4.06,138473,2021
557,Fire Rush,Jacqueline  Crooks,3.82,1219,2023
558,American Black Widow,Gregg Olsen,3.85,435,2023
559,"Flop Dead Gorgeous (Andy Carpenter, #27)",David Rosenfelt,4.26,972,2023
560,"Monroe Doctrine: Volume I (Monroe Doctrine, #1)",James Rosone,4.31,3542,2021
561,Forget Me Not,Julie  Soto,4.15,6101,2023
562,The Guest,Emma Cline,3.43,16764,2023
563,Le parfum des fleurs la nuit,Leïla Slimani,3.96,1822,2021
564,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,4.13,43177,2001
565,The Library Book,Susan Orlean,3.89,110575,2018
566,Lei and the Fire Goddess,Malia Maunakea,4.36,171,2023
567,ブルーロック 25 [Blue Lock 25],Muneyuki Kaneshiro,4.59,73,2023
568,A Crown of Chains,Erin  Phillips,4.21,685,2022
569,Within These Gilded Halls,Abigail Wilson,3.99,633,2022
570,"The Dane of My Existence (A Bard&#39;s Rest Romance, #2)",Jessica    Martin,3.96,141,2023
571,Hello Stranger,Katherine Center,4.11,19036,2023
572,The Beach at Summerly,Beatriz Williams,4.02,2639,2023
573,The Goldfinch,Donna Tartt,3.94,881212,2013
574,Return to Valetto,Dominic Smith,4.01,1066,2023
575,"I Wish You All the Best (I Wish You All the Best, #1)",Mason Deaver,4.18,43629,2019
576,Want to Know a Secret?,Freida McFadden,4.07,40937,2021
577,Attachments,Rainbow Rowell,3.87,195000,2011
578,"The Journey Toward Wholeness: Enneagram Wisdom for Stress, Balance, and Transformation",Suzanne Stabile,4.36,736,2021
579,Soundtracks: The Surprising Solution to Overthinking,Jon Acuff,4.34,6126,2021
580,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.87,565213,2004
581,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,4.12,47973,2014
582,Fault Line,Ki Stephens,3.49,3310,2023
583,Mrs. Everything,Jennifer Weiner,3.84,85314,2019
584,"Love, Theoretically",Ali Hazelwood,4.23,116541,2023
585,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,4.22,111355,2019
586,Charm City Rocks,Matthew Norman,4.14,960,2023
587,Art Matters: Because Your Imagination Can Change the World,Neil Gaiman,4.29,16783,2018
588,Through Every Danger (Summer Heat #2),Lisa     Phillips,4.49,124,2023
589,The Perfect Child,Lucinda Berry,4.07,93771,2019
590,"BORUTO―ボルト― 20 ―NARUTO NEXT GENERATIONS― (Boruto: Naruto Next Generations, #20)",Mikio Ikemoto,4.1,52,2023
591,Alive At The End Of The World,Saeed Jones,4.4,1726,2022
592,Les Fleurs du Mal,Charles Baudelaire,4.21,67615,1857
593,Never Finished: Unshackle Your Mind and Win the War Within,David Goggins,4.47,17866,2022
594,2 Sisters Detective Agency,James Patterson,4.07,19977,2021
595,The New Puritans: How the Religion of Social Justice Captured the Western World,Andrew Doyle,4.3,498,2022
596,The Bell Jar,Sylvia Plath,4.04,859252,1963
597,Les Misérables,Victor Hugo,4.2,776097,1862
598,Flop Dead Gorgeous (Andy Carpenter #27),David Rosenfelt,4.26,972,2023
599,"The 3 Alarms: A Simple System to Transform Your Health, Wealth, and Relationships Forever",Eric Partaker,4.07,338,2020
600,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,Francis Chan,4.12,48099,2009
601,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3729534,1937
602,The Lost Whale,Hannah  Gold,4.46,837,2022
603,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,4.3,39901,1992
604,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,427528,1980
605,Eldstorm (Truut #9),Dag Öhrlund,3.38,76,2023
606,"Crook Manifesto (Ray Carney, #2)",Colson Whitehead,4.05,1451,2023
607,Letter to the American Church,Eric Metaxas,4.36,1335,2022
608,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2715918,1954
609,An Honest Man,Michael Koryta,4.35,243,2023
610,"Float Plan (Beck Sisters, #1)",Trish Doller,3.97,27453,2021
611,It,Stephen King,4.25,1044572,1986
612,The Guest Room,Tasha Sylva,3.51,419,2023
613,"The Boy, The Mole, The Fox and The Horse - The Animated Story",Charlie Mackesy,4.59,3845,2022
614,A Book of Days,Patti Smith,4.24,2077,2022
615,On Photography,Susan Sontag,3.88,46594,1973
616,Milk &amp; Mocha: Our Little Happiness,Melani Sie,4.48,311,2023
617,Muchomory w cukrze,Marta Bijan,3.93,3888,2023
618,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.92,106125,2003
619,The Island Murders (Dorset Crime #3),Rachel McLean,4.24,6251,2021
620,Side Trip,Kerry Lonsdale,4.33,6015,2020
621,Anger Bang (Downside of Dating Book 1),Avery Flynn,3.88,1546,2023
622,呪術廻戦 23 [Jujutsu Kaisen 23],Gege Akutami,4.2,728,2023
623,The Gifts of Imperfection,Brené Brown,4.25,177457,2010
624,"Finlay Donovan Jumps the Gun (Finlay Donovan, #3)",Elle Cosimano,3.82,34214,2023
625,"Ever Mine (Honey Mountain, #2)",Laura Pavlov,4.21,9342,2022
626,"Misfit (Prep, #1)",Elle Kennedy,3.76,10563,2022
627,The Art Book,Phaidon Press,3.86,154314,1997
628,Study for Obedience,Sarah Bernstein,3.4,70,2023
629,"Mischief Nights are Murder (A Poppy McAllister Mystery, #8)",Libby Klein,4.5,102,2023
630,The Lincoln Highway,Amor Towles,4.24,229443,2021
631,The Prison Doctor,Amanda     Brown,4.0,22965,2019
632,Molly&#39;s Tuxedo,Vicki  Johnson,4.68,75,2023
633,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,3.95,56859,2010
634,Southernmost,Silas House,3.96,7230,2018
635,A Gentle Reminder,Bianca Sparacino,4.29,11952,2021
636,Rework,Jason Fried,3.97,162838,2010
637,Walden,Henry David Thoreau,3.78,183314,1854
638,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.03,152621,1936
